Number,Gender,Title,First Name,Initial,Last Name,Address 1,Address 2,City,PROV,Postal Code,Email Address,Telephone Number,DOB,SIN,Expiry, Balance 
202727,female,Mrs.,Karen,M,Varney,2721 Cordova Street,,Vancouver,BC,V6B 1E1,karenmvarney@gmail.com,778-239-3268,10/21/1976,747533701,25-Jun,"$2,850 "
202730,male,Mr.,Carey,J,Kolodziej,4076 Fallon Drive,,Harrow,ON,N0R 1G0,careyjkolodziej@yahoo.com,519-738-0139,3/4/1966,530267533,23-Jul,"$12,435 "
202731,female,Ms.,Marian,L,Jones,417 rue des Églises Est,,Notre Dame De La Paix,QC,J0V 1P0,marianljones@hotmail.com,819-522-0287,5/30/1978,243834090,27-Aug,"$351,000 "
202734,male,Mr.,William,C,Salinas,1750 Dry Pine Bay Rd,,Levack,ON,P0M 2C0,williamcsalinas@gmail.com,705-966-6346,3/22/1974,530508803,23-Jul,"$143,520 "
202736,female,Ms.,Lisa,J,Siu,2475 rue Ontario Ouest,,Montreal,QC,H2X 1Y8,lisajsiu@gmail.com,514-284-5080,1/23/1960,244098166,23-Oct,"$319,280 "
202738,male,Mr.,Michael,R,Godfrey,1781 47th Avenue,,Thorhild,AB,T0A 3J0,michaelrgodfrey@gmail.com,780-398-6362,7/3/2002,667193874,25-Jul,"$312,500 "
202740,male,Mr.,Sam,K,Maas,897 Fallon Drive,,Port Lambton,ON,N0P 2B0,samkmaas@gmail.com,519-677-7280,10/6/1975,531124204,23-Aug,"$38,010 "
202742,female,Mrs.,Sharon,E,Schmidt,1610 rue des Églises Est,Unit 507,Lac Du Cerf,QC,J0W 1S0,sharoneschmidt@gmail.com,819-597-5459,3/10/1985,244421749,24-Sep,"$11,175 "
202745,female,Mrs.,Ellen,R,Steelman,2178 Yonge Street,,Toronto,ON,M4W 1J7,ellenrsteelman@hotmail.com,416-961-0116,8/13/1950,531388312,24-Sep,"$28,440 "
202748,male,Mr.,Kim,K,Goodman,4760 Brand Road,,Saskatoon,SK,S7K 1W8,kimkgoodman@gmail.com,306-227-2472,1/5/1982,667353874,27-Jun,"$1,686 "
202751,male,Mr.,Monte,T,Bernard,891 Main St,,Indian Head,SK,S0G 2K0,montetbernard@teenranch.com,306-695-7158,3/14/1974,667401129,27-Mar,"$6,897 "
202754,male,Mr.,Curtis,K,Arnwine,3803 Heritage Drive,,Calgary,AB,T2V 2W2,curtiskarnwine@gmail.com,403-852-4492,10/19/1944,667737027,26-Aug,"$20,300 "
202756,female,Ms.,Maudie,R,Hinkel,1071 11th Ave,,Calgary,AB,T2P 1M6,maudierhinkel@gmail.com,403-920-7972,11/1/2000,667859268,24-Jul,"$1,315 "
202759,male,Mr.,Ramon,C,Martinez,4362 102nd Avenue,,Fort St John,BC,V1J 4M7,ramoncmartinez@gmail.com,250-271-1217,2/18/1937,747658151,24-Nov,"$106,440 "
202760,male,Mr.,David,E,Best,735 Bayfield St,,Richmond Hill,ON,L4C 3Y2,davidebest@hotmail.com,905-884-9298,3/20/1944,531565034,27-Jan,"$254,800 "
202763,male,Mr.,Craig,M,Harrison,514 Fallon Drive,,Walkerton,ON,N0G 2V0,craigmharrison@gmail.com,519-889-4624,4/19/1966,531614592,26-May,"$379,600 "
202765,male,Mr.,Christopher,M,Brown,471 Saint-Denis Street,,Montreal,QC,H9R 3J4,christophermbrown@gmail.com,514-630-3616,2/25/1959,244628269,24-Jun,"$7,015 "
202767,female,Ms.,Phyllis,A,Carlson,925 49th Avenue,,Fort Mcpherson,NT,X0E 0J0,phyllisacarlson@gmail.com,867-952-6378,4/29/1941,668011604,24-Jun,"$8,169 "
202770,male,Mr.,Jose,C,Magnuson,2131 Islington Ave,,Toronto,ON,M9V 2X5,josecmagnuson@gmail.com,416-744-9609,6/4/1967,531655264,27-Apr,"$388,960 "
202772,female,Mrs.,Anne,J,Miller,3302 90th Avenue,,Jenner,AB,T0J 1W0,annejmiller@gmail.com,403-898-5973,8/13/1956,668612096,27-Jan,"$6,897 "
202775,male,Mr.,Wayne,D,Herrera,1336 Lynden Road,,Brechin,ON,L0K 1B0,waynedherrera@gmail.com,705-484-0641,2/13/2002,531827491,27-May,"$189,020 "
202778,female,Mrs.,Carrie,C,McLain,3357 Yonge Street,,Toronto,ON,M4W 1J7,carriecmclain@gmail.com,416-852-6192,10/26/1960,532603230,23-May,"$114,240 "
202781,female,Ms.,Elizabeth,C,Anderson,2299 Blind Bay Road,,Black Pool,BC,V0E 1N0,elizabethcanderson@gmail.com,250-587-7329,12/31/1967,747743946,24-Feb,"$330,600 "
202785,male,Mr.,Michael,A,Dehart,4403 St. John Street,,Alameda,SK,S4P 3Y2,michaeladehart@gmail.com,306-489-6142,2/8/1984,668832330,23-Jan,"$15,300 "
202787,male,Mr.,Joseph,C,Garrett,2016 Speers Road,Suite 907,Maple,ON,L6A 1G5,josephcgarrett@gmail.com,905-832-4730,3/9/2002,533000170,25-May,"$388,960 "
202790,female,Ms.,Jennifer,D,Rodriguez,1163 Bay Street,,Toronto,ON,M5J 2R8,jenniferdrodriguez@gmail.com,416-832-1827,1/6/1947,533106936,25-Jan,"$7,490 "
202791,male,Mr.,Charles,E,Cook,3757 Elgin Street,,Prescott,ON,K0E 1T0,charlesecook@outlook.com,613-925-6696,7/10/1999,533347068,23-Jul,"$305,250 "
202794,male,Mr.,Paul,S,Suarez,475 rue Principale,,Mont Laurier,QC,J9L 2H9,paulssuarez@gmail.com,819-440-9493,3/20/1960,244629952,25-Mar,"$539,760 "
202796,female,Ms.,Mary,J,Horstman,3214 Northumberland Street,,St Jacobs,ON,N0B 2N0,maryjhorstman@gmail.com,519-664-7767,7/1/1974,533601183,23-Feb,"$28,440 "
202798,male,Mr.,Herbert,D,Burns,3438 Weir Crescent,,Toronto,ON,M1E 3T8,herbertdburns@hotmail.com,416-899-0932,10/11/1958,534114566,27-Dec,"$7,490 "
202800,male,Mr.,Robert,K,Pelton,1182 Carling Avenue,,Ottawa,ON,K1Z 7B5,robertkpelton@yahoo.com,613-851-8796,6/11/1956,534753652,25-May,"$305,250 "
202802,female,Ms.,Veronica,A,Jones,4831 Lyons Avenue,,Hespeler,ON,N3C 2V3,veronicaajones@gmail.com,519-277-5985,1/6/1979,534761481,26-Apr,"$11,230 "
202805,female,Ms.,Amber,H,Tipton,1481 rue des Églises Est,,Ile Perrot,QC,J0P 1K0,amberhtipton@live.com,514-425-8723,8/25/1937,244853610,23-Jun,"$609,000 "
202808,male,Mr.,Arthur,S,Bennett,3728 Port Washington Road,AP-301,Arrowwood,AB,T0L 0B0,arthursbennett@hotmail.ca,403-534-0311,11/24/1954,669275158,25-Jul,"$238,500 "
202811,female,Dr.,Margart,D,Martin,2511 Fallon Drive,,Pelee Island,ON,N0R 1M0,margartdmartin@ericksoza.com,519-724-7818,3/4/1941,534771027,27-Apr,"$436,540 "
202817,male,Mr.,Joseph,M,Heise,2951 Roger Street,,Victoria,BC,V9B 1X2,josephmheise@gmail.com,250-642-4746,10/11/1973,748286564,23-Jul,"$189,020 "
202819,male,Mr.,David,S,Pope,3028 Tanner Street,,Vancouver,BC,V5R 2T4,davidspope@gmail.com,604-456-1622,4/29/1963,748298726,27-Apr,"$7,015 "
202822,female,Ms.,Kate,R,Davis,2507 Bridgeport Rd,Apt 23,Hamilton,ON,L9A 4V3,katerdavis@shaw.ca,905-575-0316,12/1/1955,534964044,27-Dec,"$539,760 "
202823,male,Mr.,Aaron,K,McElroy,1192 rue des Églises Est,,St Eugene De Guigues,QC,J0Z 3L0,aaronkmcelroy@hotmail.com,819-785-9508,12/16/1943,245232590,23-Jan,"$17,570 "
202826,female,Ms.,Nancy,A,Garza,4483 Blanshard,,Victoria,BC,V8W 2H9,nancyagarza@telus.net,250-360-2627,4/10/1971,748782695,25-Sep,"$21,980 "
202828,female,Mrs.,Maudie,J,Swanson,4319 Church Street,,Tignish,PE,C0B 2B0,maudiejswanson@yahoo.com,902-882-1188,5/27/1967,125071985,25-Apr,"$17,430 "
202830,male,Mr.,Gary,M,Tyson,3173 Main St,,Three Hills,AB,T0M 2A0,garymtyson@hotmail.com,403-443-0839,7/27/1957,669407579,24-Feb,"$11,530 "
202832,female,Mrs.,Meredith,R,Annunziata,4898 Bridgeport Rd,,Orangeville,ON,L9W 1H7,meredithrannunziata@gmail.com,519-216-1350,6/18/1989,534990502,24-Aug,"$17,570 "
202836,female,Mrs.,Michelle,N,Fritz,127 Lock Street,,Galt,ON,N1R 3Y8,michellenfritz@gmail.com,519-623-2512,1/18/2000,535056030,24-Oct,"$10,010 "
202839,male,Mr.,Jason,G,Matney,4280 rue des Églises Est,,Cadillac,QC,J0Y 1C0,jasongmatney@hotmail.com,819-759-9762,4/19/1992,245806310,23-Apr,"$6,665 "
202842,male,Mr.,Robert,J,Kidd,3182 rue Saint-Antoine,Unit 804,St Hyacinthe,QC,J2S 8R8,robertjkidd@gmail.com,450-252-4323,9/24/1955,246004733,23-Jul,"$11,530 "
202845,female,Ms.,Sara,A,Eversole,4316 Bayfield St,,Oak Ridges,ON,L4E 2Z8,saraaeversole@gmail.com,905-506-8371,7/1/1995,535619795,23-Feb,"$2,181 "
202848,male,Mr.,Christopher,N,Monroe,835 rue Principale,,Rouyn,QC,J9X 4M6,christophernmonroe@gmail.com,819-764-1983,6/29/1974,246149587,24-Jun,"$5,652 "
202850,female,Ms.,Amanda,J,Derry,4737 Findlay Creek Road,,Trail,BC,V0B 1X0,amandajderry@gmail.com,250-521-2123,2/24/1979,749544201,24-Mar,"$18,340 "
202853,male,Mr.,Edwin,D,Morgan,425 Carling Avenue,,Ottawa,ON,K1Z 7B5,edwindmorgan@outlook.com,613-290-2037,12/3/1962,535653885,25-Jan,"$7,020 "
202854,female,Ms.,Heidi,M,Castro,849 Pitfield Blvd,,Laval,QC,H7A 4B7,heidimcastro@gmail.com,450-666-0569,7/22/1978,246338719,27-Aug,"$7,026 "
202857,male,Mr.,Matthew,J,Whiteman,3656 Brew Creek Rd,,Gibsons,BC,V0N 1V0,matthewjwhiteman@gmail.com,604-886-3621,2/26/1979,749645305,25-Nov,"$5,155 "
202859,male,Mr.,Antonio,D,Leon,3114 9th Ave,,Lethbridge,AB,T1J 2J7,antoniodleon@gmail.com,403-308-7538,5/28/1946,669680704,27-Mar,"$12,620 "
202861,male,Mr.,Quentin,C,Howard,3414 Derry Rd,,Malton,ON,L4T 1A8,quentinchoward@gmail.com,905-405-8115,2/22/1943,536951726,23-Feb,"$5,675 "
202863,male,Mr.,Lorenzo,C,Cox,1204 Manitoba Street,,Bracebridge,ON,P1L 2B7,lorenzoccox@mail.com,705-645-2042,5/4/1954,536985633,25-Jun,"$2,735 "
202865,male,Mr.,Richard,L,Brinson,2105 Kennedy Rd,,Cobourg,ON,K9A 1J1,richardlbrinson@gmail.com,905-377-4965,12/6/1968,537734279,25-Aug,"$7,910 "
202868,female,Ms.,Theresa,C,Young,2617 Brew Creek Rd,,Port Mcneill,BC,V0N 2R0,theresacyoung@gmail.com,250-928-4419,7/13/1956,749736393,26-Jan,"$5,216 "
202871,female,Ms.,Rhonda,E,Smith,4109 5th Avenue,,Hines Creek,AB,T0H 2A0,rhondaesmith@gmail.com,780-494-6242,2/19/1996,669806655,25-Apr,"$6,645 "
202874,female,Ms.,Theresa,C,Gutierrez,1661 Halsey Avenue,,Toronto,ON,M3B 2W6,theresacgutierrez@hotmail.com,416-510-8678,12/5/1996,537841801,24-Jan,"$7,910 "
202882,female,Ms.,Rhonda,A,Hall,1211 Kinchant St,,Prince George,BC,V2N 2S6,rhondaahall@outlook.com,250-962-5969,4/12/1943,749984373,25-Dec,"$5,675 "
202884,female,Mrs.,Sandra,J,Hunter,4350 rue Garneau,,Quebec,QC,G1V 3V5,sandrajhunter@icloud.com,418-576-7243,8/8/1983,246526727,26-Sep,"$457,860 "
202887,male,Mr.,Frank,K,Blackburn,1427 rue Levy,,Montreal,QC,H3C 5K4,frankkblackburn@gmail.com,514-914-2348,10/26/1980,246778104,25-Jan,"$112,000 "
202888,female,Mrs.,Jennifer,J,Lopez,462 rue Levy,,Montreal,QC,H3C 5K4,jenniferjlopez@gmail.com,514-776-4078,9/14/1999,247191752,23-Jun,"$545,250 "
202891,male,Mr.,David,S,Smith,4453 Boulevard Laflèche,,St Georges,QC,G5Y 1X7,davidssmith@gmail.com,418-215-0247,10/6/1965,247217508,25-Dec,"$19,760 "
202893,male,Mr.,Greg,S,Toney,1145 MacLaren Street,,Ottawa,ON,K1P 5M7,gregstoney@gmail.com,613-957-0831,8/9/2000,537883878,27-Jul,"$545,250 "
202895,female,Mrs.,Elizabeth,W,Gutierrez,1526 47th Avenue,,Faro,YT,Y0B 1K0,elizabethwgutierrez@gmail.com,867-994-5370,10/10/1960,750141392,26-Dec,"$300,000 "
202897,male,Mr.,Stanley,A,Pick,500 St. Paul Street,,Niagara Falls,ON,L2E 4E6,stanleyapick@live.ca,905-351-1602,7/27/1960,538191495,26-Sep,"$425,500 "
202899,female,Dr.,Guadalupe,T,Brown,4719 Lake City Way,,Burnaby,BC,V5A 2Z6,guadalupetbrown@grr.la,604-803-3356,5/25/1982,750165706,26-Sep,"$112,000 "
202902,female,Ms.,Jammie,W,Anglin,3910 Queen Elizabeth Boulevard,,Etobicoke,ON,M8Z 1M3,jammiewanglin@gmail.com,416-770-5066,4/13/1943,538288747,26-Sep,"$421,560 "
202905,male,Mr.,Derek,K,Rogers,3420 Danforth Avenue,,Toronto,ON,M4K 1A6,derekkrogers@gmail.com,416-465-8717,5/25/1980,539392548,24-Aug,"$21,010 "
202908,female,Ms.,Frances,M,Neel,4855 Nootka Street,,Vancouver,BC,V5M 3M5,francesmneel@gmail.com,778-835-6406,5/19/1998,750644254,27-Jun,"$29,310 "
202912,male,Mr.,Timothy,N,Carney,1516 Jasper Avenue,,Edmonton,AB,T5J 3N2,timothyncarney@gmail.com,780-264-3108,7/21/1966,670015049,26-Feb,"$15,350 "
202914,male,Mr.,Andrew,J,Parrott,1386 Smith Avenue,,Hamilton,ON,L9H 1E6,andrewjparrott@pssnet.com,905-515-6482,1/1/1975,539616227,25-May,"$280,750 "
202917,female,Mrs.,Maureen,D,Buckwalter,1580 Côte Joyeuse,,Becancour,QC,H0H 0H0,maureendbuckwalter@gmail.com,819-294-4069,1/29/1943,247262926,27-Feb,"$351,000 "
202918,male,Mr.,Timothy,G,Vasquez,2079 Glover Road,,Fort Langley,BC,V3A 6X5,timothygvasquez@hotmail.com,604-513-0537,12/6/1960,750716755,25-Mar,"$8,289 "
202921,male,Mr.,John,M,Valazquez,3181 Cordova Street,,Vancouver,BC,V6B 1E1,johnmvalazquez@gmail.com,604-649-4324,1/22/1947,751009044,25-Dec,"$10,625 "
202923,male,Mr.,Darryl,K,Daniel,685 Roger Street,,Nanaimo,BC,V9R 5H9,darrylkdaniel@live.com,250-751-3248,5/2/1964,751086133,24-Dec,"$414,750 "
202925,female,Dr.,Shirley,J,Earwood,2633 Nelson Street,,Nipigon,ON,P0T 2J0,shirleyjearwood@gmail.com,807-887-0116,4/20/1992,539737759,27-Jan,"$6,090 "
202927,female,Mrs.,Mary,M,Romo,4073 Cordova Street,,Vancouver,BC,V6B 1E1,marymromo@gmail.com,778-288-8938,1/10/1948,751428533,25-Jul,"$250,440 "
202929,male,Mr.,Ralph,C,Kwong,2863 Ontario St,,St Catharines,ON,L2N 1S8,ralphckwong@gmail.com,905-646-7925,3/2/1986,540023678,23-Feb,"$19,760 "
202932,male,Mr.,Alexander,L,Kidd,3516 Merton Street,,Toronto,ON,M1L 3K7,alexanderlkidd@yahoo.ca,416-996-4442,3/16/2001,540162997,24-Jul,"$14,210 "
202935,male,Mr.,Thomas,A,Chance,1029 Pitt St,,Cornwall,ON,K6J 3R2,thomasachance@rogers.com,613-551-7550,2/1/1993,540242229,27-Jul,"$343,000 "
202937,male,Mr.,Frank,P,Close,2645 Pitt St,,Cornwall,ON,K6J 3R2,frankpclose@me.com,613-551-2755,7/25/1936,540538840,26-Jul,"$5,880 "
202939,male,Mr.,Michael,A,Rose,2822 St. John Street,,Bruno,SK,S4P 3Y2,michaelarose@gmail.com,306-369-8240,11/24/1956,670133859,24-Feb,"$9,734 "
202942,female,Ms.,Theresa,A,Ewert,2552 7th Ave,,Calgary,AB,T2P 0W4,theresaaewert@yahoo.ca,403-726-9184,10/24/1953,670497361,25-Apr,"$239,750 "
202943,male,Mr.,Christopher,I,Smith,2440 Fourth Avenue,,Calgary,AB,T2P 0H3,christopherismith@gmail.com,403-389-4709,9/12/1936,670524917,24-Apr,"$686,750 "
202946,female,Ms.,April,B,Estrada,4229 rue Garneau,,Quebec,QC,G1V 3V5,aprilbestrada@gmail.com,418-254-4531,1/24/1954,247447345,24-Oct,"$197,400 "
202948,female,Mrs.,Deanna,T,Vazquez,427 Adelaide St,,Toronto,ON,M5H 1P6,deannatvazquez@vivianwong.ca,416-981-0641,8/11/1958,540550274,25-Mar,"$747,760 "
202950,female,Mrs.,Rosemary,A,Watts,2210 Hamilton Street,Unit 806,Esterhazy,SK,S4P 3Y2,rosemaryawatts@trggroup.com,306-745-3640,12/6/1982,670575992,24-Jun,"$119,280 "
202952,female,Mrs.,Marie,M,Potter,386 rue Ontario Ouest,,Montreal,QC,H2X 1Y8,mariempotter@gmail.com,514-987-3530,3/15/1961,247651086,24-Mar,"$11,180 "
202954,female,Ms.,Janna,J,Caron,4332 184th Street,,Edmonton,AB,T5J 2R4,jannajcaron@gmail.com,780-868-0674,1/24/1970,670652841,26-Jun,"$343,000 "
202957,male,Mr.,Dennis,P,Thomas,954 rue Saint-Antoine,,Granby,QC,J2G 9J6,dennispthomas@sympatico.ca,450-578-6645,11/13/1992,247661176,25-May,"$2,440 "
202960,male,Mr.,David,D,Wagner,1954 Lyons Avenue,,Simcoe,ON,N3Y 3S4,daviddwagner@gmail.com,519-909-8507,9/22/1946,540790573,25-Jul,"$12,820 "
202963,female,Mrs.,Jennifer,W,Scanlon,3887 Nelson Street,,Larder Lake,ON,P0K 1L0,jenniferwscanlon@gmail.com,705-643-8429,8/11/1977,540859436,25-Aug,"$1,285 "
202967,female,Ms.,Diane,J,Tubbs,2336 Main St,,Consul,SK,S0N 0P0,dianejtubbs@gmail.com,306-299-6016,2/27/1999,670935717,23-Nov,"$12,820 "
202969,female,Ms.,Alicia,S,Marquez,3178 Lake City Way,,Burnaby,BC,V5A 2Z6,aliciasmarquez@gmail.com,604-219-8449,2/23/1937,752596569,24-Mar,"$184,800 "
202972,female,Mrs.,Laura,J,Perrin,4229 rue Saint-Antoine,,St Hyacinthe,QC,J2S 2T2,laurajperrin@gmail.com,450-236-1904,6/28/1992,247876279,25-Nov,"$4,900 "
202973,male,Mr.,George,L,Partington,799 Burdett Avenue,,Black Point,BC,V8A 4Z2,georgelpartington@gmail.com,604-487-5206,7/24/1952,753174366,26-Jul,"$354,120 "
202976,male,Mr.,John,M,Williams,4981 Sturgeon Drive,Suite 203,Peace River,AB,T8S 1V9,johnmwilliams@gmail.com,780-618-5835,5/23/1980,670975853,24-May,"$25,010 "
202978,female,Mrs.,Lisa,J,Hill,4411 Neilson Avenue,,Toronto,ON,M1M 1V1,lisajhill@gmail.com,416-266-3239,12/16/1936,540881661,26-Jan,"$7,080 "
202980,male,Mr.,Daniel,H,Torres,2418 Adelaide St,,Toronto,ON,M5H 1P6,danielhtorres@gmail.com,416-304-2325,11/24/1978,540915725,26-Jan,"$6,450 "
202982,male,Mr.,Gerald,S,Timms,1770 Parkdale Avenue,,Hamilton,ON,L8K 1A4,geraldstimms@gmail.com,905-543-9564,5/13/1970,541046454,25-Nov,"$390,500 "
202984,female,Ms.,Melanie,G,Liang,4569 Terry Fox Dr,,Frontier,SK,S4P 3Y2,melaniegliang@gmail.com,306-296-6907,10/13/2002,671059228,26-Jan,"$320,750 "
202987,male,Mr.,Walter,T,Lopez,4463 Roger Street,,Parksville,BC,V9P 1R1,waltertlopez@gmail.com,250-951-9538,11/9/1974,753939057,25-Feb,"$7,110 "
202990,male,Mr.,Anthony,S,Boyd,109 chemin Georges,,Lavaltrie,QC,J0K 1H0,anthonysboyd@gmail.com,450-541-9639,8/31/1967,247935307,24-Mar,"$133,680 "
202993,male,Mr.,David,B,Stengel,839 Reserve St,,Bridgenorth,ON,K0L 1H0,davidbstengel@hotmail.com,705-292-5536,5/13/1980,541174256,27-Dec,"$6,295 "
203001,female,Mrs.,Regina,A,Newton,3153 Yonge St,,Toronto,ON,M4P 1E4,reginaanewton@hotmail.com,416-271-3398,1/17/1941,541217436,27-Dec,"$5,475 "
203003,female,Ms.,Linda,F,Colbert,4337 Smith Avenue,,Hamilton,ON,L9H 1E6,lindafcolbert@hotmail.com,289-237-2652,10/21/1988,541435756,25-Mar,"$13,660 "
203006,female,Mrs.,Erica,Z,Sharon,450 Heatherleigh,,Cooksville,ON,L5A 1V9,ericazsharon@gmail.com,905-848-7059,4/9/1995,541867750,23-Mar,"$615,000 "
203007,male,Mr.,William,K,Brooks,1158 Heatherleigh,,Cooksville,ON,L5A 1V9,williamkbrooks@shaw.ca,905-275-6444,1/17/1944,542035837,23-Jun,"$3,390 "
203010,female,Mrs.,Tara,J,Farnum,970 47th Avenue,,Beaver Creek,YT,Y0B 1A0,tarajfarnum@hotmail.com,867-862-8326,6/23/1988,754732790,25-Mar,"$7,990 "
203012,female,Mrs.,Rachael,S,Crawford,553 Brand Road,,Saskatoon,SK,S7K 1W8,rachaelscrawford@yahoo.ca,306-230-3887,8/7/1951,671308047,27-Nov,"$12,045 "
203014,female,Ms.,Patricia,K,Bales,1849 Duke Street,,Montreal,QC,H3C 5K4,patriciakbales@gmail.com,514-246-4994,5/31/1973,248031387,23-Jun,"$19,340 "
203016,male,Mr.,Quintin,B,Evans,2132 rue St-Paul,,Baie St Paul,QC,J3P 6S2,quintinbevans@hotmail.com,418-436-6825,9/30/1999,248220824,27-Aug,"$29,930 "
203018,male,Mr.,Max,R,Wei,242 Old Spallumcheen Rd,,Atlin,BC,V0W 1A0,maxrwei@live.ca,250-651-1272,9/6/1945,754817674,27-Jan,"$557,960 "
203021,female,Mrs.,Dorothy,E,Young,4825 Grey Rd,,Markdale,ON,N0C 1H0,dorothyeyoung@gmail.com,519-986-4343,12/30/1999,542200019,26-Jan,"$9,730 "
203024,male,Mr.,Terry,K,Young,4859 49th Avenue,,Taloyoak,NT,X0E 1B0,terrykyoung@gmail.com,867-561-9797,7/27/1999,671403780,25-Sep,"$354,120 "
203027,male,Mr.,Harold,C,Bruck,4604 Acton Avenue,,Toronto,ON,M3H 4J1,haroldcbruck@yahoo.ca,416-330-1755,4/22/1991,542274089,25-Sep,"$1,794 "
203029,female,Ms.,Stephanie,D,Reed,4674 Isabella Street,,Pembroke,ON,K8A 5S5,stephaniedreed@shaw.ca,613-312-6212,4/6/1953,542448139,25-Aug,"$14,535 "
203032,male,Mr.,Thomas,B,Camarena,1156 99th St,,Grande Prairie,AB,T8V 0S1,thomasbcamarena@outlook.com,780-897-3802,11/19/1965,671912400,24-Aug,"$11,690 "
203033,female,Ms.,Shannon,W,Small,4711 Bank St,,Ottawa,ON,K1H 7Z1,shannonwsmall@gmail.com,613-808-2000,3/7/1980,542543616,25-Aug,"$96,500 "
203036,female,Ms.,Brenda,T,Mullett,1176 Granville St,,Halifax,NS,B3K 5L2,brendatmullett@gmail.com,902-488-2095,11/20/1946,126872829,27-May,"$158,750 "
203038,male,Mr.,Gordon,D,Mayer,3922 Park Ct,,Cadomin,AB,T0E 0E0,gordondmayer@kevingov.com,780-692-2807,3/4/1943,672449147,23-Apr,"$149,370 "
203040,male,Mr.,Jose,E,Bartlett,2020 Front Street,,Toronto,ON,M5J 2N1,joseebartlett@gmx.com,416-918-4666,6/18/1987,542610175,26-Sep,"$11,690 "
203042,male,Mr.,Greg,H,Davis,268 Craven Place,,Medicine Hat,AB,T1A 0N1,greghdavis@gmail.com,403-529-1069,2/14/1959,673179446,24-May,"$99,060 "
203044,female,Ms.,Amanda,D,Peacock,1834 Goyeau Ave,,Windsor,ON,N9A 1H9,amandadpeacock@gmail.com,519-977-1978,5/7/1953,542730585,26-May,"$109,720 "
203047,female,Mrs.,Patricia,K,Nichols,1593 Wallace Street,,Nanaimo,BC,V9R 3A8,patriciaknichols@gmail.com,250-616-6506,10/29/1987,755089703,26-Dec,"$533,500 "
203050,male,Mr.,Earl,M,Lamb,917 rue Saint-Antoine,,Drummondville,QC,J2C 4N1,earlmlamb@hotmail.com,819-850-9083,8/3/1990,248301061,23-Mar,"$202,000 "
203052,male,Mr.,Gilbert,K,Kenworthy,417 Merton Street,,Toronto,ON,M1L 3K7,gilbertkkenworthy@outlook.com,416-527-6229,12/12/1941,542770128,26-Mar,"$7,080 "
203054,female,Mrs.,Kendra,J,Couch,4394 Lauzon Parkway,,Amherstburg,ON,N9V 2V1,kendrajcouch@gmail.com,519-736-1784,11/22/1953,543247548,24-Mar,"$14,535 "
203057,female,Ms.,Christia,S,Jamison,2905 5th Avenue,,Meander River,AB,T0H 2P0,christiasjamison@outlook.com,780-535-4451,5/1/1939,673543500,25-Jul,"$13,660 "
203058,male,Mr.,Patrick,S,Waters,1577 Landon Street,,Sturgeon Falls,ON,P0H 2G0,patrickswaters@gmail.com,705-753-1395,6/14/1965,543442230,26-Aug,"$615,000 "
203061,male,Mr.,Richard,A,Speer,1130 Davis Drive,,Markham,ON,L3P 2M4,richardaspeer@yahoo.ie,905-294-2143,8/29/1965,544370661,26-Sep,"$15,200 "
203063,female,Ms.,Johanna,E,Burke,4600 Port Washington Road,,Banff,AB,T0L 0C0,johannaeburke@gmail.com,403-763-1728,10/3/1987,673580882,24-Aug,"$7,110 "
203065,female,Mrs.,Pauline,R,Handley,4047 Weir Crescent,,Toronto,ON,M1E 3T8,paulinerhandley@rogers.com,416-898-9098,11/7/1968,544632599,25-Dec,"$4,125 "
203067,male,Mr.,Christopher,D,Gormley,497 King George Hwy,,Surrey,BC,V3W 4E3,christopherdgormley@shaw.ca,604-507-4500,5/22/1986,755126141,26-Jan,"$158,750 "
203069,female,Mrs.,Nora,A,Murray,3936 rue de la Gauchetière,,Montreal,QC,H3B 2M3,noraamurray@yahoo.ca,514-399-5062,2/8/1939,248553778,24-Jul,"$4,365 "
203072,female,Mrs.,Geraldine,R,Hood,3107 Papineau Avenue,,Montreal,QC,H2K 4J5,geraldinerhood@gmail.com,514-824-3418,8/8/1956,248576464,24-Oct,"$273,500 "
203075,female,Mrs.,Ruth,D,Ewing,3329 Dry Pine Bay Rd,,Markstay,ON,P0M 2G0,ruthdewing@gmail.com,705-853-5057,7/7/1952,544804099,27-Mar,"$1,101 "
203078,female,Mrs.,Gladys,R,Tapp,587 Côte Joyeuse,,L'etape,QC,H0H 0H0,gladysrtapp@gmail.com,418-846-3549,7/22/2002,249196791,23-Jan,"$950,625 "
203079,female,Mrs.,Heather,J,Rodriguez,3878 Cordova Street,,Vancouver,BC,V6B 1E1,heatherjrodriguez@gmail.com,604-417-6447,5/22/1963,755661873,24-Jun,"$433,160 "
203081,female,Ms.,Susan,C,Abston,4618 Lynden Road,,Schomberg,ON,L0G 1T0,susancabston@gmail.com,905-939-0288,10/13/1993,544868565,24-Aug,"$80,500 "
203084,male,Mr.,Dominick,J,Powell,2387 René-Lévesque Blvd,,Montreal,QC,H3B 4W8,dominickjpowell@hotmail.com,514-815-9785,6/20/1948,250182458,24-Jul,"$6,963 "
203085,male,Mr.,Walter,B,Owings,963 Tycos Dr,,Toronto,ON,M5T 1T4,walterbowings@gmail.com,416-803-7593,1/20/1993,545093536,25-Oct,"$222,840 "
203088,male,Mr.,Brian,S,Carr,1351 Ste. Catherine Ouest,,Montreal,QC,H3K 2C3,brianscarr@hotmail.ca,514-807-9986,12/19/1975,250779311,23-Mar,"$8,055 "
